doc_id,doc_type,date,chair,layer,section,speaker,sent_id,n_tok,modal,surface,contracted,head_verb,head_verb_surface,head_pos,head_tag,be_comp,be_comp_type,be_xcomp,predicate,neg,passive,perfect,progressive,subj_text,subj_lemma,subj_type,cond,reported,question,modal_idx,sentence
statement_20100316,statement,2010-03-16,Bernanke,statement,,,10,27,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability.
statement_20100316,statement,2010-03-16,Bernanke,statement_vote,,,14,54,could,could,False,lead,lead,VERB,VB,,,,lead,False,False,False,False,it,it,it_there_rel,False,True,False,37,"Voting against the policy action was Thomas M. Hoenig, who believed that continuing to express the expectation of exceptionally low levels of the federal funds rate for an extended period was no longer warranted because it could lead to the buildup of financial imbalances and increase risks to longer-run macroeconomic and financial stability."
statement_20100428,statement,2010-04-28,Bernanke,statement,,,8,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels of the federal funds rate for an extended period."
statement_20100428,statement,2010-04-28,Bernanke,statement,,,9,27,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability.
statement_20100428,statement,2010-04-28,Bernanke,statement,,,9,27,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability.
statement_20100428,statement,2010-04-28,Bernanke,statement_vote,,,13,66,could,could,False,lead,lead,VERB,VB,,,,lead,False,False,False,False,it,it,it_there_rel,False,True,False,37,"Voting against the policy action was Thomas M. Hoenig, who believed that continuing to express the expectation of exceptionally low levels of the federal funds rate for an extended period was no longer warranted because it could lead to a build-up of future imbalances and increase risks to longer run macroeconomic and financial stability, while limiting the Committee's flexibility to begin raising rates modestly."
statement_20100623,statement,2010-06-23,Bernanke,statement,,,10,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels of the federal funds rate for an extended period."
statement_20100623,statement,2010-06-23,Bernanke,statement,,,11,27,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability.
statement_20100623,statement,2010-06-23,Bernanke,statement,,,11,27,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability.
statement_20100623,statement,2010-06-23,Bernanke,statement_vote,,,13,66,could,could,False,lead,lead,VERB,VB,,,,lead,False,False,False,False,it,it,it_there_rel,False,True,False,37,"Voting against the policy action was Thomas M. Hoenig, who believed that continuing to express the expectation of exceptionally low levels of the federal funds rate for an extended period was no longer warranted because it could lead to a build-up of future imbalances and increase risks to longer-run macroeconomic and financial stability, while limiting the Committee's flexibility to begin raising rates modestly."
statement_20100810,statement,2010-08-10,Bernanke,statement,,,8,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels of the federal funds rate for an extended period."
statement_20100810,statement,2010-08-10,Bernanke,statement,,,9,45,will,will,False,keep,keep,VERB,VB,,,,keep,False,False,False,False,Committee,committee,committee,False,False,False,15,"To help support the economic recovery in a context of price stability, the Committee will keep constant the Federal Reserve's holdings of securities at their current level by reinvesting principal payments from agency debt and agency mortgage-backed securities in longer-term Treasury securities."
statement_20100810,statement,2010-08-10,Bernanke,statement,,,10,18,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will continue to roll over the Federal Reserve's holdings of Treasury securities as they mature.
statement_20100810,statement,2010-08-10,Bernanke,statement,,,11,27,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability.
statement_20100810,statement,2010-08-10,Bernanke,statement,,,11,27,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to promote economic recovery and price stability.
statement_20100921,statement,2010-09-21,Bernanke,statement,,,10,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels for the federal funds rate for an extended period."
statement_20100921,statement,2010-09-21,Bernanke,statement,,,11,16,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,3,The Committee also will maintain its existing policy of reinvesting principal payments from its securities holdings.
statement_20100921,statement,2010-09-21,Bernanke,statement,,,12,38,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,True,False,False,2,"The Committee will continue to monitor the economic outlook and financial developments and is prepared to provide additional accommodation if needed to support the economic recovery and to return inflation, over time, to levels consistent with its mandate."
statement_20100921,statement,2010-09-21,Bernanke,statement_vote,,,15,38,will,will,False,lead,lead,VERB,VB,,,,lead,False,False,False,False,continuing,continue,fed,False,True,False,28,"Accordingly, he believed that continuing to express the expectation of exceptionally low levels of the federal funds rate for an extended period was no longer warranted and will lead to future imbalances that undermine stable long-run growth."
statement_20101103,statement,2010-11-03,Bernanke,statement,,,11,15,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will maintain its existing policy of reinvesting principal payments from its securities holdings.
statement_20101103,statement,2010-11-03,Bernanke,statement,,,13,40,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability.
statement_20101103,statement,2010-11-03,Bernanke,statement,,,13,40,will,will,False,adjust,adjust,VERB,VB,,,,adjust,False,False,False,False,Committee,committee,committee,False,False,False,27,The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability.
statement_20101103,statement,2010-11-03,Bernanke,statement,,,14,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels for the federal funds rate for an extended period."
statement_20101103,statement,2010-11-03,Bernanke,statement,,,15,40,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20101103,statement,2010-11-03,Bernanke,statement,,,15,40,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20101103,statement,2010-11-03,Bernanke,statement_vote,,,19,37,would,would,False,cause,cause,VERB,VB,,,,cause,False,False,False,False,level,level,other,False,True,False,25,"Mr. Hoenig also was concerned that this continued high level of monetary accommodation increased the risks of future financial imbalances and, over time, would cause an increase in long-term inflation expectations that could destabilize the economy."
statement_20101103,statement,2010-11-03,Bernanke,statement_vote,,,19,37,could,could,False,destabilize,destabilize,VERB,VB,,,,destabilize,False,False,False,False,that,that,it_there_rel,False,True,False,36,"Mr. Hoenig also was concerned that this continued high level of monetary accommodation increased the risks of future financial imbalances and, over time, would cause an increase in long-term inflation expectations that could destabilize the economy."
statement_20101214,statement,2010-12-14,Bernanke,statement,,,11,15,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will maintain its existing policy of reinvesting principal payments from its securities holdings.
statement_20101214,statement,2010-12-14,Bernanke,statement,,,13,40,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability.
statement_20101214,statement,2010-12-14,Bernanke,statement,,,13,40,will,will,False,adjust,adjust,VERB,VB,,,,adjust,False,False,False,False,Committee,committee,committee,False,False,False,27,The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability.
statement_20101214,statement,2010-12-14,Bernanke,statement,,,14,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels for the federal funds rate for an extended period."
statement_20101214,statement,2010-12-14,Bernanke,statement,,,15,40,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20101214,statement,2010-12-14,Bernanke,statement,,,15,40,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20101214,statement,2010-12-14,Bernanke,statement_vote,,,18,45,would,would,False,increase,increase,VERB,VB,,,,increase,False,False,False,False,level,level,other,False,True,False,19,"In light of the improving economy, Mr. Hoenig was concerned that a continued high level of monetary accommodation would increase the risks of future economic and financial imbalances and, over time, would cause an increase in long-term inflation expectations that could destabilize the economy."
statement_20101214,statement,2010-12-14,Bernanke,statement_vote,,,18,45,would,would,False,cause,cause,VERB,VB,,,,cause,False,False,False,False,level,level,other,False,True,False,34,"In light of the improving economy, Mr. Hoenig was concerned that a continued high level of monetary accommodation would increase the risks of future economic and financial imbalances and, over time, would cause an increase in long-term inflation expectations that could destabilize the economy."
statement_20101214,statement,2010-12-14,Bernanke,statement_vote,,,18,45,could,could,False,destabilize,destabilize,VERB,VB,,,,destabilize,False,False,False,False,that,that,it_there_rel,False,True,False,45,"In light of the improving economy, Mr. Hoenig was concerned that a continued high level of monetary accommodation would increase the risks of future economic and financial imbalances and, over time, would cause an increase in long-term inflation expectations that could destabilize the economy."
statement_20110126,statement,2011-01-26,Bernanke,statement,,,12,40,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability.
statement_20110126,statement,2011-01-26,Bernanke,statement,,,12,40,will,will,False,adjust,adjust,VERB,VB,,,,adjust,False,False,False,False,Committee,committee,committee,False,False,False,27,The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability.
statement_20110126,statement,2011-01-26,Bernanke,statement,,,13,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels for the federal funds rate for an extended period."
statement_20110126,statement,2011-01-26,Bernanke,statement,,,14,40,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20110126,statement,2011-01-26,Bernanke,statement,,,14,40,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20110315,statement,2011-03-15,Bernanke,statement,,,9,22,will,will,False,pay,pay,VERB,VB,,,,pay,False,False,False,False,it,it,it_there_rel,False,False,False,11,"The Committee expects these effects to be transitory, but it will pay close attention to the evolution of inflation and inflation expectations."
statement_20110315,statement,2011-03-15,Bernanke,statement,,,13,40,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability.
statement_20110315,statement,2011-03-15,Bernanke,statement,,,13,40,will,will,False,adjust,adjust,VERB,VB,,,,adjust,False,False,False,False,Committee,committee,committee,False,False,False,27,The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability.
statement_20110315,statement,2011-03-15,Bernanke,statement,,,14,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels for the federal funds rate for an extended period."
statement_20110315,statement,2011-03-15,Bernanke,statement,,,15,40,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20110315,statement,2011-03-15,Bernanke,statement,,,15,40,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20110427,statement,2011-04-27,Bernanke,statement,,,9,22,will,will,False,pay,pay,VERB,VB,,,,pay,False,False,False,False,it,it,it_there_rel,False,False,False,11,"The Committee expects these effects to be transitory, but it will pay close attention to the evolution of inflation and inflation expectations."
statement_20110427,statement,2011-04-27,Bernanke,statement,,,12,37,will,will,False,complete,complete,VERB,VB,,,,complete,False,False,False,False,Committee,committee,committee,False,False,False,19,"In particular, the Committee is maintaining its existing policy of reinvesting principal payments from its securities holdings and will complete purchases of $600 billion of longer-term Treasury securities by the end of the current quarter."
statement_20110427,statement,2011-04-27,Bernanke,statement,,,13,35,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the size and composition of its securities holdings in light of incoming information and is prepared to adjust those holdings as needed to best foster maximum employment and price stability.
statement_20110427,statement,2011-04-27,Bernanke,statement,,,14,53,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels for the federal funds rate for an extended period."
statement_20110427,statement,2011-04-27,Bernanke,statement,,,15,40,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20110427,statement,2011-04-27,Bernanke,statement,,,15,40,will,will,False,employ,employ,VERB,VB,,,,employ,False,False,False,False,Committee,committee,committee,False,False,False,13,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate."
statement_20110622,statement,2011-06-22,Bernanke,statement,,,10,38,will,will,False,subside,subside,VERB,VB,,,,subside,False,False,False,False,inflation,inflation,econ,False,True,False,12,"Inflation has moved up recently, but the Committee anticipates that inflation will subside to levels at or below those consistent with the Committee's dual mandate as the effects of past energy and other commodity price increases dissipate."
statement_20110622,statement,2011-06-22,Bernanke,statement,,,11,17,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,4,"However, the Committee will continue to pay close attention to the evolution of inflation and inflation expectations."
statement_20110622,statement,2011-06-22,Bernanke,statement,,,14,35,will,will,False,complete,complete,VERB,VB,,,,complete,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will complete its purchases of $600 billion of longer-term Treasury securities by the end of this month and will maintain its existing policy of reinvesting principal payments from its securities holdings.
statement_20110622,statement,2011-06-22,Bernanke,statement,,,14,35,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,23,The Committee will complete its purchases of $600 billion of longer-term Treasury securities by the end of this month and will maintain its existing policy of reinvesting principal payments from its securities holdings.
statement_20110622,statement,2011-06-22,Bernanke,statement,,,15,22,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.
statement_20110622,statement,2011-06-22,Bernanke,statement,,,16,23,will,will,False,monitor,monitor,VERB,VB,,,,monitor,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will monitor the economic outlook and financial developments and will act as needed to best foster maximum employment and price stability.
statement_20110622,statement,2011-06-22,Bernanke,statement,,,16,23,will,will,False,act,act,VERB,VB,,,,act,False,False,False,False,Committee,committee,committee,False,False,False,11,The Committee will monitor the economic outlook and financial developments and will act as needed to best foster maximum employment and price stability.
statement_20110809,statement,2011-08-09,Bernanke,statement,,,10,46,will,will,False,decline,decline,VERB,VB,,,,decline,False,False,False,False,rate,rate,econ,False,True,False,29,The Committee now expects a somewhat slower pace of recovery over coming quarters than it did at the time of the previous meeting and anticipates that the unemployment rate will decline only gradually toward levels that the Committee judges to be consistent with its dual mandate.
statement_20110809,statement,2011-08-09,Bernanke,statement,,,12,37,will,will,False,settle,settle,VERB,VB,,,,settle,False,False,False,False,inflation,inflation,econ,False,True,False,6,"The Committee also anticipates that inflation will settle, over coming quarters, at levels at or below those consistent with the Committee's dual mandate as the effects of past energy and other commodity price increases dissipate further."
statement_20110809,statement,2011-08-09,Bernanke,statement,,,13,17,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,4,"However, the Committee will continue to pay close attention to the evolution of inflation and inflation expectations."
statement_20110809,statement,2011-08-09,Bernanke,statement,,,16,16,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,3,The Committee also will maintain its existing policy of reinvesting principal payments from its securities holdings.
statement_20110809,statement,2011-08-09,Bernanke,statement,,,17,22,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.
statement_20110809,statement,2011-08-09,Bernanke,statement,,,19,22,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,It,it,it_there_rel,False,False,False,1,It will continue to assess the economic outlook in light of incoming information and is prepared to employ these tools as appropriate.
statement_20110809,statement,2011-08-09,Bernanke,statement_vote,,,21,40,would,would,False,prefer,preferred,VERB,VBN,,,,prefer,False,False,True,False,who,who,it_there_rel,False,False,False,19,"Voting against the action were: Richard W. Fisher, Narayana Kocherlakota, and Charles I. Plosser, who would have preferred to continue to describe economic conditions as likely to warrant exceptionally low levels for the federal funds rate for an extended period."
statement_20110921,statement,2011-09-21,Bernanke,statement,,,9,38,will,will,False,decline,decline,VERB,VB,,,,decline,False,False,False,False,rate,rate,econ,False,True,False,21,The Committee continues to expect some pickup in the pace of recovery over coming quarters but anticipates that the unemployment rate will decline only gradually toward levels that the Committee judges to be consistent with its dual mandate.
statement_20110921,statement,2011-09-21,Bernanke,statement,,,11,37,will,will,False,settle,settle,VERB,VB,,,,settle,False,False,False,False,inflation,inflation,econ,False,True,False,6,"The Committee also anticipates that inflation will settle, over coming quarters, at levels at or below those consistent with the Committee's dual mandate as the effects of past energy and other commodity price increases dissipate further."
statement_20110921,statement,2011-09-21,Bernanke,statement,,,12,17,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,4,"However, the Committee will continue to pay close attention to the evolution of inflation and inflation expectations."
statement_20110921,statement,2011-09-21,Bernanke,statement,,,15,19,should,should,False,put,put,VERB,VB,,,,put,False,False,False,False,program,program,econ,False,False,False,2,This program should put downward pressure on longer-term interest rates and help make broader financial conditions more accommodative.
statement_20110921,statement,2011-09-21,Bernanke,statement,,,16,22,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.
statement_20110921,statement,2011-09-21,Bernanke,statement,,,17,30,will,will,False,reinvest,reinvest,VERB,VB,,,,reinvest,False,False,False,False,Committee,committee,committee,False,False,False,10,"To help support conditions in mortgage markets, the Committee will now reinvest principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities."
statement_20110921,statement,2011-09-21,Bernanke,statement,,,18,17,will,will,False,maintain,maintain,VERB,VB,,,,maintain,False,False,False,False,Committee,committee,committee,False,False,False,5,"In addition, the Committee will maintain its existing policy of rolling over maturing Treasury securities at auction."
statement_20110921,statement,2011-09-21,Bernanke,statement,,,21,22,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,It,it,it_there_rel,False,False,False,1,It will continue to assess the economic outlook in light of incoming information and is prepared to employ its tools as appropriate.
statement_20111102,statement,2011-11-02,Bernanke,statement,,,8,38,will,will,False,decline,decline,VERB,VB,,,,decline,False,False,False,False,rate,rate,econ,False,True,False,21,The Committee continues to expect a moderate pace of economic growth over coming quarters and consequently anticipates that the unemployment rate will decline only gradually toward levels that the Committee judges to be consistent with its dual mandate.
statement_20111102,statement,2011-11-02,Bernanke,statement,,,10,37,will,will,False,settle,settle,VERB,VB,,,,settle,False,False,False,False,inflation,inflation,econ,False,True,False,6,"The Committee also anticipates that inflation will settle, over coming quarters, at levels at or below those consistent with the Committee's dual mandate as the effects of past energy and other commodity price increases dissipate further."
statement_20111102,statement,2011-11-02,Bernanke,statement,,,11,17,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,4,"However, the Committee will continue to pay close attention to the evolution of inflation and inflation expectations."
statement_20111102,statement,2011-11-02,Bernanke,statement,,,14,22,will,will,False,review,review,VERB,VB,,,,review,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will regularly review the size and composition of its securities holdings and is prepared to adjust those holdings as appropriate.
statement_20111102,statement,2011-11-02,Bernanke,statement,,,16,33,will,will,False,continue,continue,VERB,VB,,,,continue,False,False,False,False,Committee,committee,committee,False,False,False,2,The Committee will continue to assess the economic outlook in light of incoming information and is prepared to employ its tools to promote a stronger economic recovery in a context of price stability.
