doc_id,midx,date,sent_id,sentence,key,canon,n_statements,formulaic
statement_20140129,0,2014-01-29,21,"The Committee continues to anticipate, based on its assessment of these factors, that it likely will be appropriate to maintain the current target range for the federal funds rate well past the time that the unemployment rate declines below 6-1/2 percent, especially if projected inflation continues to run below the Committee's 2 percent longer-run goal.",the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate well past the time that the unemployment rate declines below # # # percent especially if projected inflation continues to run below the committee s # percent longer run goal,the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate well past the time that the unemployment rate declines below # # # percent especially if projected inflation continues to run below the committee s # percent longer run goal,1,False
statement_20140129,0,2014-01-29,22,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20140319,1,2014-03-19,7,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually, moving toward those the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually moving toward those the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually moving toward those the committee judges consistent with its dual mandate,3,True
statement_20140319,1,2014-03-19,9,"The Committee recognizes that inflation persistently below its 2 percent objective could pose risks to economic performance, and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term.",the committee recognizes that inflation persistently below its # percent objective could pose risks to economic performance and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term,the committee recognizes that inflation persistently below its # percent objective could pose risks to economic performance and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term,4,True
statement_20140319,1,2014-03-19,12,"Beginning in April, the Committee will add to its holdings of agency mortgage-backed securities at a pace of $25 billion per month rather than $30 billion per month, and will add to its holdings of longer-term Treasury securities at a pace of $30 billion per month rather than $35 billion per month.",beginning in april the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,beginning in april the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,4,True
statement_20140319,1,2014-03-19,14,"The Committee's sizable and still-increasing holdings of longer-term securities should maintain downward pressure on longer-term interest rates, support mortgage markets, and help to make broader financial conditions more accommodative, which in turn should promote a stronger economic recovery and help to ensure that inflation, over time, is at the rate most consistent with the Committee's dual mandate.",the committee s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the committee s dual mandate,the committee s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the committee s dual mandate,6,True
statement_20140319,1,2014-03-19,15,"The Committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of Treasury and agency mortgage-backed securities, and employ its other policy tools as appropriate, until the outlook for the labor market has improved substantially in a context of price stability.",the committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability,the committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability,6,True
statement_20140319,1,2014-03-19,16,"If incoming information broadly supports the Committee's expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer-run objective, the Committee will likely reduce the pace of asset purchases in further measured steps at future meetings.",if incoming information broadly supports the committee s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the committee will likely reduce the pace of asset purchases in further measured steps at future meetings,if incoming information broadly supports the committee s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the committee will likely reduce the pace of asset purchases in further measured steps at future meetings,5,True
statement_20140319,1,2014-03-19,17,"However, asset purchases are not on a preset course, and the Committee's decisions about their pace will remain contingent on the Committee's outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases.",however asset purchases are not on a preset course and the committee s decisions about their pace will remain contingent on the committee s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases,however asset purchases are not on a preset course and the committee s decisions about their pace will remain contingent on the committee s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases,6,True
statement_20140319,1,2014-03-19,19,"In determining how long to maintain the current 0 to 1/4 percent target range for the federal funds rate, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20140319,1,2014-03-19,20,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20140319,1,2014-03-19,21,"The Committee continues to anticipate, based on its assessment of these factors, that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends, especially if projected inflation continues to run below the Committee's 2 percent longer-run goal, and provided that longer-term inflation expectations remain well anchored.",the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,5,True
statement_20140319,1,2014-03-19,22,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20140319,1,2014-03-19,23,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20140430,2,2014-04-30,8,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually, moving toward those the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually moving toward those the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually moving toward those the committee judges consistent with its dual mandate,3,True
statement_20140430,2,2014-04-30,10,"The Committee recognizes that inflation persistently below its 2 percent objective could pose risks to economic performance, and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term.",the committee recognizes that inflation persistently below its # percent objective could pose risks to economic performance and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term,the committee recognizes that inflation persistently below its # percent objective could pose risks to economic performance and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term,4,True
statement_20140430,2,2014-04-30,13,"Beginning in May, the Committee will add to its holdings of agency mortgage-backed securities at a pace of $20 billion per month rather than $25 billion per month, and will add to its holdings of longer-term Treasury securities at a pace of $25 billion per month rather than $30 billion per month.",beginning in may the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,beginning in april the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,4,True
statement_20140430,2,2014-04-30,15,"The Committee's sizable and still-increasing holdings of longer-term securities should maintain downward pressure on longer-term interest rates, support mortgage markets, and help to make broader financial conditions more accommodative, which in turn should promote a stronger economic recovery and help to ensure that inflation, over time, is at the rate most consistent with the Committee's dual mandate.",the committee s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the committee s dual mandate,the committee s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the committee s dual mandate,6,True
statement_20140430,2,2014-04-30,16,"The Committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of Treasury and agency mortgage-backed securities, and employ its other policy tools as appropriate, until the outlook for the labor market has improved substantially in a context of price stability.",the committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability,the committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability,6,True
statement_20140430,2,2014-04-30,17,"If incoming information broadly supports the Committee's expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer-run objective, the Committee will likely reduce the pace of asset purchases in further measured steps at future meetings.",if incoming information broadly supports the committee s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the committee will likely reduce the pace of asset purchases in further measured steps at future meetings,if incoming information broadly supports the committee s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the committee will likely reduce the pace of asset purchases in further measured steps at future meetings,5,True
statement_20140430,2,2014-04-30,18,"However, asset purchases are not on a preset course, and the Committee's decisions about their pace will remain contingent on the Committee's outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases.",however asset purchases are not on a preset course and the committee s decisions about their pace will remain contingent on the committee s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases,however asset purchases are not on a preset course and the committee s decisions about their pace will remain contingent on the committee s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases,6,True
statement_20140430,2,2014-04-30,20,"In determining how long to maintain the current 0 to 1/4 percent target range for the federal funds rate, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20140430,2,2014-04-30,21,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20140430,2,2014-04-30,22,"The Committee continues to anticipate, based on its assessment of these factors, that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends, especially if projected inflation continues to run below the Committee's 2 percent longer-run goal, and provided that longer-term inflation expectations remain well anchored.",the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,5,True
statement_20140430,2,2014-04-30,23,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20140430,2,2014-04-30,24,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20140618,3,2014-06-18,7,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually, moving toward those the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually moving toward those the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace and labor market conditions will continue to improve gradually moving toward those the committee judges consistent with its dual mandate,3,True
statement_20140618,3,2014-06-18,9,"The Committee recognizes that inflation persistently below its 2 percent objective could pose risks to economic performance, and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term.",the committee recognizes that inflation persistently below its # percent objective could pose risks to economic performance and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term,the committee recognizes that inflation persistently below its # percent objective could pose risks to economic performance and it is monitoring inflation developments carefully for evidence that inflation will move back toward its objective over the medium term,4,True
statement_20140618,3,2014-06-18,12,"Beginning in July, the Committee will add to its holdings of agency mortgage-backed securities at a pace of $15 billion per month rather than $20 billion per month, and will add to its holdings of longer-term Treasury securities at a pace of $20 billion per month rather than $25 billion per month.",beginning in july the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,beginning in february the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,2,False
statement_20140618,3,2014-06-18,14,"The Committee's sizable and still-increasing holdings of longer-term securities should maintain downward pressure on longer-term interest rates, support mortgage markets, and help to make broader financial conditions more accommodative, which in turn should promote a stronger economic recovery and help to ensure that inflation, over time, is at the rate most consistent with the Committee's dual mandate.",the committee s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the committee s dual mandate,the committee s sizable and still increasing holdings of longer term securities should maintain downward pressure on longer term interest rates support mortgage markets and help to make broader financial conditions more accommodative which in turn should promote a stronger economic recovery and help to ensure that inflation over time is at the rate most consistent with the committee s dual mandate,6,True
statement_20140618,3,2014-06-18,15,"The Committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of Treasury and agency mortgage-backed securities, and employ its other policy tools as appropriate, until the outlook for the labor market has improved substantially in a context of price stability.",the committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability,the committee will closely monitor incoming information on economic and financial developments in coming months and will continue its purchases of treasury and agency mortgage backed securities and employ its other policy tools as appropriate until the outlook for the labor market has improved substantially in a context of price stability,6,True
statement_20140618,3,2014-06-18,16,"If incoming information broadly supports the Committee's expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer-run objective, the Committee will likely reduce the pace of asset purchases in further measured steps at future meetings.",if incoming information broadly supports the committee s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the committee will likely reduce the pace of asset purchases in further measured steps at future meetings,if incoming information broadly supports the committee s expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer run objective the committee will likely reduce the pace of asset purchases in further measured steps at future meetings,5,True
statement_20140618,3,2014-06-18,17,"However, asset purchases are not on a preset course, and the Committee's decisions about their pace will remain contingent on the Committee's outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases.",however asset purchases are not on a preset course and the committee s decisions about their pace will remain contingent on the committee s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases,however asset purchases are not on a preset course and the committee s decisions about their pace will remain contingent on the committee s outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases,6,True
statement_20140618,3,2014-06-18,19,"In determining how long to maintain the current 0 to 1/4 percent target range for the federal funds rate, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation.",in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,in determining how long to maintain the current # to # # percent target range for the federal funds rate the committee will assess progress both realized and expected toward its objectives of maximum employment and # percent inflation,13,True
statement_20140618,3,2014-06-18,20,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial developments,52,True
statement_20140618,3,2014-06-18,21,"The Committee continues to anticipate, based on its assessment of these factors, that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends, especially if projected inflation continues to run below the Committee's 2 percent longer-run goal, and provided that longer-term inflation expectations remain well anchored.",the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,the committee continues to anticipate based on its assessment of these factors that it likely will be appropriate to maintain the current target range for the federal funds rate for a considerable time after the asset purchase program ends especially if projected inflation continues to run below the committee s # percent longer run goal and provided that longer term inflation expectations remain well anchored,5,True
statement_20140618,3,2014-06-18,22,"When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent.",when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,when the committee decides to begin to remove policy accommodation it will take a balanced approach consistent with its longer run goals of maximum employment and inflation of # percent,15,True
statement_20140618,3,2014-06-18,23,"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.",the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,the committee currently anticipates that even after employment and inflation are near mandate consistent levels economic conditions may for some time warrant keeping the target federal funds rate below levels the committee views as normal in the longer run,14,True
statement_20140730,4,2014-07-30,8,"The Committee expects that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators and inflation moving toward levels the Committee judges consistent with its dual mandate.",the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,the committee expects that with appropriate policy accommodation economic activity will expand at a moderate pace with labor market indicators and inflation moving toward levels the committee judges consistent with its dual mandate,10,True
statement_20140730,4,2014-07-30,12,"Beginning in August, the Committee will add to its holdings of agency mortgage-backed securities at a pace of $10 billion per month rather than $15 billion per month, and will add to its holdings of longer-term Treasury securities at a pace of $15 billion per month rather than $20 billion per month.",beginning in august the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,beginning in april the committee will add to its holdings of agency mortgage backed securities at a pace of # billion per month rather than # billion per month and will add to its holdings of longer term treasury securities at a pace of # billion per month rather than # billion per month,4,True
